user_id,name,email,phone,aadhaar,age,gender,category,state,occupation,annual_income,disability,is_minority
U02471,Karthik Singh,user2471@example.com,9325228199,3917-4482-9728,28,Male,ST,Kerala,Senior Citizen,100327,No,Yes
U02472,Deepa Singh,user2472@example.com,9164517417,6660-5943-7235,19,Female,General,Kerala,Farmer,386638,Yes,No
U02473,Vijay Rao,user2473@example.com,9727834083,2490-8655-4080,44,Female,General,Andhra Pradesh,Unemployed,317423,Yes,No
U02474,Lakshmi Kumar,user2474@example.com,9586865727,1919-4809-6539,35,Female,OBC,Telangana,Senior Citizen,219354,No,Yes
U02475,Suresh Kumar,user2475@example.com,9811033660,1800-9043-1155,69,Male,OBC,Maharashtra,Student,396506,Yes,Yes
U02476,Karthik Patel,user2476@example.com,9224832474,6544-8445-4370,25,Female,General,Kerala,Senior Citizen,186981,Yes,No
U02477,Karthik Rao,user2477@example.com,9155307109,6764-7278-7475,73,Male,General,Telangana,Senior Citizen,127419,Yes,No
U02478,Arun Das,user2478@example.com,9737820077,1121-3936-5822,56,Female,OBC,Maharashtra,Student,67028,No,No
U02479,Suresh Kumar,user2479@example.com,9988273662,1002-6737-4486,32,Male,General,Kerala,Private Employee,161257,No,Yes
U02480,Suresh Nair,user2480@example.com,9667025031,2287-8783-4698,55,Male,OBC,Karnataka,Senior Citizen,178847,Yes,Yes
U02481,Arun Sharma,user2481@example.com,9322525858,8433-2402-7378,66,Male,ST,Telangana,Student,393488,No,No
U02482,Karthik Nair,user2482@example.com,9905507617,4236-9728-9138,49,Female,General,Kerala,Farmer,593537,No,Yes
U02483,Rahul Das,user2483@example.com,9317299160,6272-6429-2999,70,Male,OBC,Maharashtra,Senior Citizen,376795,No,Yes
U02484,Arun Singh,user2484@example.com,9741033624,2572-6605-9579,49,Male,General,Maharashtra,Government Employee,243192,No,Yes
U02485,Karthik Patel,user2485@example.com,9594310281,1698-6782-7330,64,Female,SC,Karnataka,Farmer,590088,No,Yes
U02486,Priya Kumar,user2486@example.com,9561192132,7600-4213-3481,40,Female,SC,Telangana,Senior Citizen,448406,Yes,Yes
U02487,Arun Kumar,user2487@example.com,9587091327,4076-4152-8377,77,Female,ST,Maharashtra,Private Employee,198770,Yes,No
U02488,Karthik Rao,user2488@example.com,9520623768,1194-9753-2696,40,Male,ST,Tamil Nadu,Government Employee,362002,No,No
U02489,Arun Iyer,user2489@example.com,9908202221,7405-5343-6552,76,Male,General,Karnataka,Government Employee,395214,No,No
U02490,Deepa Patel,user2490@example.com,9166144075,5603-7266-8678,28,Female,OBC,Andhra Pradesh,Senior Citizen,313101,Yes,No
U02491,Karthik Kumar,user2491@example.com,9200326955,6379-8626-2373,22,Male,General,Karnataka,Senior Citizen,379499,No,No
U02492,Vijay Singh,user2492@example.com,9498226413,3577-5836-2094,36,Male,OBC,Karnataka,Unemployed,420942,Yes,No
U02493,Anita Rao,user2493@example.com,9295854675,3311-5581-8352,65,Male,OBC,Tamil Nadu,Unemployed,212537,No,No
U02494,Deepa Kumar,user2494@example.com,9587012165,3919-6822-3700,18,Female,SC,Andhra Pradesh,Unemployed,234635,No,No
U02495,Deepa Kumar,user2495@example.com,9963353792,5533-1213-3425,20,Male,SC,Tamil Nadu,Senior Citizen,234842,No,No
U02496,Lakshmi Kumar,user2496@example.com,9776518763,1219-6023-3972,54,Male,ST,Kerala,Government Employee,591705,No,No
U02497,Vijay Singh,user2497@example.com,9600450553,6544-7277-7384,67,Female,General,Telangana,Farmer,210454,Yes,Yes
U02498,Rahul Iyer,user2498@example.com,9673612261,6299-8261-6304,30,Male,OBC,Kerala,Student,233964,Yes,Yes
U02499,Suresh Das,user2499@example.com,9269893513,2273-2024-8400,34,Male,General,Tamil Nadu,Unemployed,136454,Yes,No
U02500,Ravi Kumar,user2500@example.com,9587049079,8347-6881-4160,42,Male,OBC,Tamil Nadu,Farmer,120689,No,Yes
U02501,Vijay Das,user2501@example.com,9217487753,6447-6331-2880,75,Male,General,Tamil Nadu,Student,375620,Yes,Yes
U02502,Deepa Patel,user2502@example.com,9216645077,3763-1931-9196,26,Male,SC,Kerala,Senior Citizen,338840,No,No
U02503,Lakshmi Das,user2503@example.com,9658729648,6783-6594-2619,63,Female,OBC,Karnataka,Private Employee,473531,No,No
U02504,Anita Das,user2504@example.com,9814952730,8670-1375-8924,47,Male,SC,Kerala,Private Employee,56151,Yes,Yes
U02505,Priya Iyer,user2505@example.com,9519891443,8747-2661-4383,33,Female,General,Tamil Nadu,Farmer,487664,No,Yes
U02506,Suresh Iyer,user2506@example.com,9214510253,6113-1624-6003,33,Male,General,Karnataka,Senior Citizen,404554,No,No
U02507,Deepa Patel,user2507@example.com,9908184846,8250-7942-3523,76,Female,OBC,Kerala,Senior Citizen,315105,No,No
U02508,Priya Nair,user2508@example.com,9931175628,7389-9519-4785,39,Male,SC,Kerala,Private Employee,143820,Yes,No
U02509,Deepa Patel,user2509@example.com,9894515419,4128-9802-9117,22,Female,OBC,Maharashtra,Government Employee,497569,No,Yes
U02510,Priya Das,user2510@example.com,9792475492,9853-6539-6219,40,Male,SC,Tamil Nadu,Farmer,291788,No,Yes
U02511,Deepa Nair,user2511@example.com,9632195370,2783-3263-3449,56,Female,General,Tamil Nadu,Farmer,465560,Yes,Yes
U02512,Vijay Patel,user2512@example.com,9609252746,3236-4378-7565,67,Male,ST,Tamil Nadu,Senior Citizen,179989,No,Yes
U02513,Rahul Iyer,user2513@example.com,9394068313,4311-2126-5528,31,Female,OBC,Andhra Pradesh,Student,138706,Yes,Yes
U02514,Arun Singh,user2514@example.com,9588341667,3651-4479-4420,67,Male,OBC,Andhra Pradesh,Government Employee,414729,Yes,No
U02515,Ravi Sharma,user2515@example.com,9487121910,2037-2617-7466,24,Female,SC,Karnataka,Senior Citizen,218913,Yes,Yes
U02516,Rahul Singh,user2516@example.com,9369227403,6179-3292-1159,50,Male,SC,Telangana,Senior Citizen,109138,Yes,Yes
U02517,Vijay Rao,user2517@example.com,9873143423,7112-7872-9012,42,Female,SC,Tamil Nadu,Student,213404,No,No
U02518,Lakshmi Das,user2518@example.com,9898600174,2584-9548-8666,62,Female,ST,Kerala,Private Employee,320467,No,No
U02519,Arun Kumar,user2519@example.com,9494739458,1306-8772-9011,78,Male,OBC,Kerala,Private Employee,431436,No,Yes
U02520,Lakshmi Rao,user2520@example.com,9126217346,4300-6652-7059,58,Male,ST,Andhra Pradesh,Private Employee,148682,Yes,Yes
U02521,Arun Das,user2521@example.com,9567128354,3452-8783-1772,65,Female,OBC,Kerala,Farmer,119362,Yes,No
U02522,Priya Rao,user2522@example.com,9564583638,1504-7591-6089,52,Male,OBC,Karnataka,Student,506743,No,No
U02523,Vijay Nair,user2523@example.com,9414273268,4036-6111-2310,54,Male,General,Telangana,Government Employee,560980,No,Yes
U02524,Vijay Das,user2524@example.com,9646568476,9225-4732-2797,73,Female,OBC,Tamil Nadu,Senior Citizen,324724,Yes,No
U02525,Arun Kumar,user2525@example.com,9446020838,9235-3134-8252,32,Male,SC,Tamil Nadu,Senior Citizen,431074,Yes,Yes
U02526,Rahul Nair,user2526@example.com,9528509046,5465-7284-2613,19,Male,OBC,Tamil Nadu,Unemployed,75830,Yes,Yes
U02527,Arun Singh,user2527@example.com,9405429811,5495-9595-5278,40,Male,SC,Kerala,Government Employee,480781,Yes,Yes
U02528,Rahul Nair,user2528@example.com,9113729714,7079-4073-2112,68,Female,OBC,Andhra Pradesh,Government Employee,576244,Yes,Yes
U02529,Priya Rao,user2529@example.com,9575767801,2787-7450-6906,50,Male,SC,Tamil Nadu,Government Employee,537238,No,Yes
U02530,Arun Sharma,user2530@example.com,9568443310,4166-8451-4235,38,Female,General,Andhra Pradesh,Unemployed,346557,Yes,Yes
U02531,Suresh Iyer,user2531@example.com,9376352376,8105-1330-9273,74,Female,ST,Andhra Pradesh,Farmer,386777,Yes,No
U02532,Anita Iyer,user2532@example.com,9323933719,6679-4058-7065,28,Male,SC,Karnataka,Government Employee,184644,Yes,Yes
U02533,Vijay Patel,user2533@example.com,9199932208,3169-2100-5876,66,Female,OBC,Kerala,Senior Citizen,219070,No,No
U02534,Suresh Kumar,user2534@example.com,9517549148,3041-3247-8171,20,Female,SC,Maharashtra,Farmer,520959,Yes,No
U02535,Suresh Das,user2535@example.com,9848997254,8403-8636-4694,67,Male,ST,Andhra Pradesh,Private Employee,240099,No,Yes
U02536,Lakshmi Patel,user2536@example.com,9996697013,5328-6819-8781,65,Male,OBC,Andhra Pradesh,Student,367384,No,Yes
U02537,Priya Singh,user2537@example.com,9966001717,4830-2572-1006,72,Female,SC,Kerala,Senior Citizen,395711,Yes,Yes
U02538,Ravi Nair,user2538@example.com,9706239385,1280-6660-9830,41,Male,General,Telangana,Senior Citizen,146532,Yes,No
U02539,Anita Rao,user2539@example.com,9271528322,8942-5568-3884,46,Male,ST,Kerala,Government Employee,117890,Yes,No
U02540,Deepa Patel,user2540@example.com,9922967500,7784-5309-8371,58,Female,General,Kerala,Unemployed,511921,Yes,Yes
U02541,Vijay Nair,user2541@example.com,9734078292,6442-1962-5981,60,Male,General,Telangana,Government Employee,170460,Yes,No
U02542,Arun Rao,user2542@example.com,9217409534,6529-2304-1196,28,Female,SC,Maharashtra,Unemployed,57227,Yes,No
U02543,Suresh Iyer,user2543@example.com,9972893952,2980-3305-8990,37,Female,OBC,Telangana,Private Employee,559918,Yes,No
U02544,Vijay Patel,user2544@example.com,9388625732,4158-2762-2172,75,Male,General,Kerala,Student,225983,No,Yes
U02545,Deepa Das,user2545@example.com,9270909982,8712-6402-6763,26,Male,General,Andhra Pradesh,Government Employee,245927,Yes,No
U02546,Suresh Das,user2546@example.com,9848255187,8768-5907-9410,34,Male,OBC,Maharashtra,Student,383210,Yes,No
U02547,Arun Rao,user2547@example.com,9396320457,7832-4054-9428,19,Female,ST,Maharashtra,Student,370681,No,No
U02548,Deepa Sharma,user2548@example.com,9971388612,6054-1156-4700,54,Male,General,Tamil Nadu,Government Employee,184286,Yes,No
U02549,Lakshmi Iyer,user2549@example.com,9914435904,9899-7994-2915,61,Male,OBC,Kerala,Farmer,203431,Yes,No
U02550,Lakshmi Sharma,user2550@example.com,9752328452,6036-9309-5023,22,Male,SC,Telangana,Student,551506,No,No
U02551,Vijay Kumar,user2551@example.com,9989894529,8899-8069-9396,55,Female,General,Andhra Pradesh,Farmer,297615,Yes,Yes
U02552,Suresh Sharma,user2552@example.com,9476591731,2709-8481-8768,72,Female,SC,Maharashtra,Farmer,241519,Yes,No
U02553,Deepa Iyer,user2553@example.com,9260690391,6655-8433-2372,56,Female,ST,Kerala,Government Employee,189088,No,Yes
U02554,Deepa Sharma,user2554@example.com,9607770473,8098-6043-7176,53,Female,SC,Kerala,Unemployed,93954,Yes,Yes
U02555,Vijay Kumar,user2555@example.com,9935786189,3329-7986-6908,31,Male,ST,Telangana,Farmer,252533,Yes,No
U02556,Karthik Patel,user2556@example.com,9411508593,6378-8133-7049,39,Male,OBC,Telangana,Private Employee,362389,Yes,No
U02557,Suresh Kumar,user2557@example.com,9744388914,5553-2607-5786,44,Male,General,Maharashtra,Private Employee,534236,Yes,Yes
U02558,Rahul Sharma,user2558@example.com,9942509788,2630-7447-9961,50,Female,ST,Maharashtra,Student,519479,No,Yes
U02559,Vijay Singh,user2559@example.com,9665457796,5111-2547-4294,73,Female,SC,Andhra Pradesh,Student,182644,No,No
U02560,Anita Sharma,user2560@example.com,9840200859,6405-2644-1503,35,Female,General,Maharashtra,Government Employee,150521,Yes,Yes
U02561,Vijay Nair,user2561@example.com,9794355264,1782-6078-3573,69,Male,ST,Andhra Pradesh,Private Employee,379016,No,No
U02562,Arun Singh,user2562@example.com,9148757186,9520-4949-1587,21,Female,OBC,Andhra Pradesh,Senior Citizen,189754,No,Yes
U02563,Vijay Sharma,user2563@example.com,9349621774,1387-3665-2449,59,Female,SC,Kerala,Government Employee,170408,No,No
U02564,Lakshmi Rao,user2564@example.com,9483156525,4127-6395-3038,49,Female,General,Andhra Pradesh,Government Employee,467260,No,No
U02565,Suresh Sharma,user2565@example.com,9701445451,6008-1801-3859,20,Male,General,Tamil Nadu,Farmer,116273,Yes,Yes
U02566,Lakshmi Kumar,user2566@example.com,9883875455,4624-1285-8755,28,Female,General,Tamil Nadu,Senior Citizen,251035,Yes,No
U02567,Ravi Kumar,user2567@example.com,9847067245,6519-5346-1608,18,Female,ST,Tamil Nadu,Private Employee,411107,No,No
U02568,Lakshmi Nair,user2568@example.com,9139995989,5701-8921-6441,20,Female,General,Kerala,Senior Citizen,580235,No,Yes
U02569,Priya Nair,user2569@example.com,9668581262,3134-6955-1846,60,Male,OBC,Andhra Pradesh,Student,188048,Yes,No
U02570,Karthik Das,user2570@example.com,9913141106,5894-9031-8478,58,Male,OBC,Maharashtra,Unemployed,164085,No,No
U02571,Suresh Das,user2571@example.com,9907812284,9654-1321-8171,74,Male,SC,Kerala,Farmer,384543,No,Yes
U02572,Lakshmi Nair,user2572@example.com,9675134767,6615-7292-1271,32,Female,OBC,Tamil Nadu,Senior Citizen,160942,No,Yes
U02573,Vijay Singh,user2573@example.com,9455156363,2975-1814-8510,74,Male,ST,Andhra Pradesh,Unemployed,363565,Yes,Yes
U02574,Rahul Sharma,user2574@example.com,9755739538,8373-9986-9880,25,Female,OBC,Karnataka,Farmer,240646,Yes,Yes
U02575,Ravi Das,user2575@example.com,9593920966,3020-4404-2570,26,Male,OBC,Tamil Nadu,Student,408965,Yes,Yes
U02576,Lakshmi Patel,user2576@example.com,9439246996,8838-4095-9762,70,Male,SC,Telangana,Senior Citizen,550347,Yes,Yes
U02577,Karthik Singh,user2577@example.com,9995268674,6857-3071-5829,48,Male,ST,Kerala,Farmer,206385,No,No
U02578,Rahul Rao,user2578@example.com,9483288408,3761-9715-3228,60,Male,General,Tamil Nadu,Government Employee,251890,No,No
U02579,Priya Sharma,user2579@example.com,9575943662,6493-4383-2442,55,Female,OBC,Telangana,Unemployed,490593,Yes,No
U02580,Deepa Iyer,user2580@example.com,9179946802,2540-1957-2186,33,Male,ST,Maharashtra,Student,330966,Yes,No
U02581,Rahul Nair,user2581@example.com,9338686762,3258-8051-9810,35,Female,General,Telangana,Private Employee,382774,No,No
U02582,Rahul Iyer,user2582@example.com,9223675533,3956-6099-7449,77,Female,OBC,Andhra Pradesh,Unemployed,341015,No,No
U02583,Ravi Das,user2583@example.com,9944593728,9215-2765-5973,68,Male,General,Andhra Pradesh,Senior Citizen,271506,No,No
U02584,Arun Patel,user2584@example.com,9921460173,1698-2966-8093,39,Female,SC,Andhra Pradesh,Student,83074,No,Yes
U02585,Ravi Iyer,user2585@example.com,9394352010,2531-8801-1431,36,Male,OBC,Telangana,Student,389591,No,No
U02586,Lakshmi Singh,user2586@example.com,9667983094,9834-1661-7679,79,Female,General,Karnataka,Senior Citizen,423814,Yes,Yes
U02587,Arun Kumar,user2587@example.com,9924584089,5596-7394-4992,25,Male,OBC,Andhra Pradesh,Private Employee,385529,No,Yes
U02588,Deepa Nair,user2588@example.com,9319827920,2534-7130-7650,53,Male,General,Tamil Nadu,Senior Citizen,68167,Yes,Yes
U02589,Rahul Iyer,user2589@example.com,9824873176,8392-1787-7305,18,Male,OBC,Telangana,Senior Citizen,88947,Yes,No
U02590,Suresh Patel,user2590@example.com,9798862400,6900-3745-7976,73,Male,General,Tamil Nadu,Government Employee,225359,No,Yes
U02591,Deepa Kumar,user2591@example.com,9258743486,9598-4760-8476,64,Female,General,Telangana,Farmer,194138,No,No
U02592,Priya Patel,user2592@example.com,9623071794,8526-5235-4103,80,Female,General,Kerala,Farmer,98010,No,Yes
U02593,Deepa Sharma,user2593@example.com,9435610355,2618-6851-7914,67,Female,ST,Karnataka,Government Employee,536823,No,No
U02594,Suresh Singh,user2594@example.com,9592335589,9651-5407-9349,54,Male,ST,Maharashtra,Farmer,113677,Yes,Yes
U02595,Ravi Kumar,user2595@example.com,9224527625,9980-3375-9978,60,Male,SC,Telangana,Senior Citizen,471251,Yes,No
U02596,Lakshmi Iyer,user2596@example.com,9484506802,2136-5469-6752,32,Female,OBC,Telangana,Unemployed,288026,Yes,No
U02597,Karthik Kumar,user2597@example.com,9973447276,2204-3848-7580,31,Female,ST,Maharashtra,Government Employee,503265,Yes,No
U02598,Ravi Rao,user2598@example.com,9333194315,5684-8676-3500,27,Female,ST,Karnataka,Unemployed,134735,Yes,Yes
U02599,Lakshmi Nair,user2599@example.com,9997431967,8296-8997-2576,31,Female,ST,Maharashtra,Government Employee,91699,Yes,No
U02600,Vijay Iyer,user2600@example.com,9379746691,4239-8317-3464,49,Female,OBC,Andhra Pradesh,Senior Citizen,293797,Yes,No
U02601,Arun Singh,user2601@example.com,9214832460,4747-4152-1503,50,Female,SC,Andhra Pradesh,Senior Citizen,481213,Yes,Yes
U02602,Arun Kumar,user2602@example.com,9715082612,2601-9090-4005,62,Female,SC,Tamil Nadu,Government Employee,303070,No,No
U02603,Suresh Kumar,user2603@example.com,9120142118,9475-2274-1016,59,Male,SC,Maharashtra,Farmer,130440,No,Yes
U02604,Suresh Rao,user2604@example.com,9186627625,2384-5204-9111,60,Male,ST,Maharashtra,Senior Citizen,525733,No,No
U02605,Priya Patel,user2605@example.com,9475694414,2104-9546-2613,27,Female,General,Andhra Pradesh,Private Employee,549955,No,Yes
U02606,Suresh Nair,user2606@example.com,9939372253,9310-9555-3382,18,Female,ST,Tamil Nadu,Unemployed,548974,Yes,Yes
U02607,Karthik Nair,user2607@example.com,9451101929,6487-2054-2111,51,Female,General,Karnataka,Student,99152,No,Yes
U02608,Arun Rao,user2608@example.com,9283132551,7674-8652-9311,68,Female,SC,Maharashtra,Senior Citizen,269620,Yes,Yes
U02609,Priya Sharma,user2609@example.com,9931678942,8783-8017-4223,45,Male,SC,Telangana,Farmer,324331,No,Yes
U02610,Anita Sharma,user2610@example.com,9527812777,1175-6244-1010,71,Female,OBC,Kerala,Senior Citizen,115141,No,Yes
U02611,Priya Sharma,user2611@example.com,9728230706,6109-8400-3694,39,Male,SC,Telangana,Senior Citizen,446864,No,No
U02612,Rahul Singh,user2612@example.com,9305216040,1979-9594-6572,65,Female,ST,Maharashtra,Unemployed,491162,Yes,Yes
U02613,Anita Das,user2613@example.com,9998651893,7800-6773-8723,32,Male,General,Telangana,Senior Citizen,485472,Yes,Yes
U02614,Suresh Iyer,user2614@example.com,9246117847,4678-2308-4850,22,Female,SC,Maharashtra,Farmer,461992,Yes,Yes
U02615,Arun Patel,user2615@example.com,9839597371,5219-4587-7498,57,Female,OBC,Telangana,Senior Citizen,104678,No,No
U02616,Lakshmi Rao,user2616@example.com,9602715740,1555-9220-3716,72,Male,OBC,Tamil Nadu,Senior Citizen,585260,Yes,No
U02617,Priya Patel,user2617@example.com,9944824439,9959-9949-4408,58,Female,OBC,Maharashtra,Private Employee,434593,Yes,Yes
U02618,Deepa Iyer,user2618@example.com,9381837683,4889-7892-9181,41,Female,General,Telangana,Student,579560,Yes,Yes
U02619,Vijay Nair,user2619@example.com,9448006771,8952-9758-6738,24,Female,General,Tamil Nadu,Senior Citizen,163498,No,No
U02620,Deepa Sharma,user2620@example.com,9559353128,6462-3311-8396,69,Female,ST,Maharashtra,Unemployed,489282,No,Yes
U02621,Ravi Das,user2621@example.com,9612080911,5041-6381-8496,71,Male,OBC,Telangana,Student,374152,Yes,Yes
U02622,Ravi Patel,user2622@example.com,9478784675,8380-4743-4414,37,Male,ST,Kerala,Government Employee,222804,No,No
U02623,Karthik Rao,user2623@example.com,9159046358,8518-9779-5307,71,Male,SC,Andhra Pradesh,Student,181081,Yes,Yes
U02624,Anita Rao,user2624@example.com,9520745556,6402-7181-8483,62,Male,OBC,Maharashtra,Senior Citizen,194422,Yes,No
U02625,Priya Nair,user2625@example.com,9639240463,4491-5335-5422,51,Female,ST,Kerala,Unemployed,367549,No,No
U02626,Ravi Nair,user2626@example.com,9910756169,2975-3230-8047,59,Female,ST,Andhra Pradesh,Private Employee,274299,Yes,Yes
U02627,Karthik Singh,user2627@example.com,9345557306,4016-8176-2268,61,Male,ST,Maharashtra,Farmer,83431,Yes,Yes
U02628,Deepa Sharma,user2628@example.com,9876367781,3230-9407-9186,29,Female,General,Andhra Pradesh,Private Employee,366058,Yes,No
U02629,Deepa Singh,user2629@example.com,9460038999,9744-4157-1831,38,Female,ST,Telangana,Government Employee,588839,No,No
U02630,Priya Patel,user2630@example.com,9842716088,2633-7273-2075,58,Female,OBC,Tamil Nadu,Government Employee,179856,Yes,Yes
U02631,Suresh Iyer,user2631@example.com,9239695064,5375-3305-9440,26,Male,ST,Telangana,Private Employee,217049,Yes,Yes
U02632,Rahul Iyer,user2632@example.com,9855171170,4635-1808-4235,30,Male,OBC,Maharashtra,Unemployed,117175,No,Yes
U02633,Anita Rao,user2633@example.com,9641651851,8604-6359-2685,49,Female,SC,Andhra Pradesh,Farmer,216419,No,Yes
U02634,Deepa Rao,user2634@example.com,9146806482,6230-9667-2343,28,Female,General,Kerala,Government Employee,57742,Yes,Yes
U02635,Vijay Das,user2635@example.com,9675089803,8424-9025-9363,72,Male,OBC,Telangana,Unemployed,545964,No,No
U02636,Priya Patel,user2636@example.com,9677079405,9657-8761-1364,53,Female,OBC,Karnataka,Government Employee,381856,No,No
U02637,Rahul Das,user2637@example.com,9812536323,7024-5841-5069,45,Male,ST,Andhra Pradesh,Farmer,211124,No,No
U02638,Anita Sharma,user2638@example.com,9632397271,4903-7695-5959,64,Female,General,Karnataka,Senior Citizen,471493,Yes,No
U02639,Priya Singh,user2639@example.com,9891814753,7098-8444-7374,68,Female,General,Andhra Pradesh,Private Employee,243352,Yes,Yes
U02640,Rahul Patel,user2640@example.com,9169279339,5640-9236-8099,28,Female,ST,Maharashtra,Farmer,265878,No,Yes
U02641,Rahul Sharma,user2641@example.com,9579744196,3151-2669-2501,18,Female,General,Tamil Nadu,Farmer,422163,Yes,No
U02642,Suresh Das,user2642@example.com,9948254631,2136-6800-8936,42,Female,OBC,Karnataka,Farmer,495741,No,No
U02643,Anita Nair,user2643@example.com,9655211709,1235-1437-6397,70,Female,SC,Andhra Pradesh,Farmer,223015,No,No
U02644,Deepa Patel,user2644@example.com,9463023923,1349-7900-1891,56,Male,General,Kerala,Government Employee,399670,Yes,No
U02645,Karthik Rao,user2645@example.com,9881792752,6858-3479-7408,24,Male,OBC,Kerala,Government Employee,89617,No,No
U02646,Vijay Das,user2646@example.com,9809369754,2328-8263-2105,40,Male,OBC,Karnataka,Private Employee,455580,Yes,Yes
U02647,Lakshmi Nair,user2647@example.com,9165048925,5510-7741-3922,24,Male,ST,Tamil Nadu,Student,208367,No,No
U02648,Rahul Sharma,user2648@example.com,9758928425,2801-9122-9761,50,Male,SC,Telangana,Private Employee,304420,No,Yes
U02649,Anita Nair,user2649@example.com,9344882588,8234-1328-6918,57,Male,ST,Telangana,Student,392119,No,No
U02650,Priya Sharma,user2650@example.com,9392418685,5805-1444-3370,70,Female,ST,Telangana,Farmer,277863,Yes,No
U02651,Lakshmi Kumar,user2651@example.com,9163760624,8862-6191-2395,35,Female,General,Karnataka,Farmer,539107,Yes,Yes
U02652,Lakshmi Singh,user2652@example.com,9736139091,5510-5208-9204,79,Female,ST,Telangana,Student,69775,No,No
U02653,Deepa Kumar,user2653@example.com,9709961256,5083-9088-3065,30,Female,ST,Andhra Pradesh,Unemployed,369216,No,Yes
U02654,Lakshmi Iyer,user2654@example.com,9644442404,1739-8827-1199,27,Female,OBC,Kerala,Farmer,514250,No,Yes
U02655,Karthik Iyer,user2655@example.com,9706163353,4896-9097-6436,39,Female,ST,Kerala,Farmer,123685,No,No
U02656,Priya Patel,user2656@example.com,9791590007,8513-8833-2022,46,Female,General,Karnataka,Government Employee,289819,No,Yes
U02657,Ravi Sharma,user2657@example.com,9824496083,1382-7511-9752,48,Female,General,Maharashtra,Government Employee,378324,No,Yes
U02658,Suresh Das,user2658@example.com,9941978417,4610-2841-7571,59,Female,General,Karnataka,Student,207605,Yes,No
U02659,Vijay Sharma,user2659@example.com,9918539966,2155-4824-6381,33,Male,OBC,Telangana,Farmer,457393,No,Yes
U02660,Deepa Kumar,user2660@example.com,9655248589,4691-5247-1582,26,Male,ST,Andhra Pradesh,Farmer,185049,Yes,Yes
U02661,Karthik Kumar,user2661@example.com,9736522284,7989-7813-8790,38,Male,ST,Andhra Pradesh,Student,291675,Yes,No
U02662,Vijay Rao,user2662@example.com,9314728972,5222-5382-7917,75,Female,General,Karnataka,Farmer,516907,Yes,No
U02663,Priya Das,user2663@example.com,9964712607,5332-7261-9576,31,Female,SC,Telangana,Government Employee,358649,Yes,Yes
U02664,Deepa Sharma,user2664@example.com,9582374496,6477-4697-1627,59,Male,SC,Kerala,Senior Citizen,588070,Yes,Yes
U02665,Anita Nair,user2665@example.com,9235118915,5475-3990-4453,48,Male,SC,Tamil Nadu,Government Employee,345461,Yes,No
U02666,Karthik Sharma,user2666@example.com,9189316501,3864-5279-3304,68,Male,SC,Tamil Nadu,Private Employee,499646,No,Yes
U02667,Deepa Nair,user2667@example.com,9736929514,1987-2983-5194,47,Female,OBC,Andhra Pradesh,Senior Citizen,124633,No,Yes
U02668,Deepa Patel,user2668@example.com,9278233186,1211-1192-9228,23,Male,SC,Karnataka,Student,250256,Yes,Yes
U02669,Ravi Das,user2669@example.com,9458371751,7269-1108-9365,43,Male,OBC,Telangana,Senior Citizen,253567,No,Yes
U02670,Rahul Singh,user2670@example.com,9193603957,2101-7216-5880,51,Female,General,Kerala,Senior Citizen,350032,Yes,No
U02671,Suresh Nair,user2671@example.com,9451896556,8778-1176-4589,38,Male,SC,Karnataka,Private Employee,596451,No,Yes
U02672,Karthik Sharma,user2672@example.com,9867509969,8221-3892-9512,74,Female,SC,Kerala,Unemployed,535999,No,Yes
U02673,Ravi Patel,user2673@example.com,9311667964,7422-7200-3525,30,Male,OBC,Andhra Pradesh,Government Employee,58459,No,Yes
U02674,Deepa Sharma,user2674@example.com,9389545181,2372-1656-2134,46,Female,General,Andhra Pradesh,Private Employee,541630,No,No
U02675,Ravi Patel,user2675@example.com,9503980535,5917-6654-2488,40,Female,SC,Karnataka,Private Employee,197110,No,Yes
U02676,Rahul Nair,user2676@example.com,9316133951,8125-1750-9736,28,Male,General,Tamil Nadu,Government Employee,493704,No,Yes
U02677,Deepa Patel,user2677@example.com,9462466858,4190-9334-3187,49,Female,General,Andhra Pradesh,Private Employee,509621,No,Yes
U02678,Ravi Sharma,user2678@example.com,9185431214,9280-4536-4623,78,Female,OBC,Maharashtra,Student,290173,No,Yes
U02679,Ravi Kumar,user2679@example.com,9516659693,8769-2731-6001,73,Female,General,Telangana,Government Employee,572920,Yes,Yes
U02680,Anita Kumar,user2680@example.com,9840573008,7461-3530-8143,20,Male,ST,Tamil Nadu,Senior Citizen,193818,Yes,No
U02681,Karthik Rao,user2681@example.com,9163182371,3187-3676-9242,49,Female,SC,Maharashtra,Private Employee,470967,Yes,Yes
U02682,Vijay Rao,user2682@example.com,9469602869,1944-2317-9553,73,Male,OBC,Maharashtra,Student,286190,No,No
U02683,Deepa Rao,user2683@example.com,9927116510,1944-9315-2156,18,Female,SC,Andhra Pradesh,Student,284521,No,No
U02684,Rahul Rao,user2684@example.com,9620311841,9401-6592-6820,55,Male,ST,Telangana,Farmer,390321,No,No
U02685,Arun Nair,user2685@example.com,9669860847,1702-2484-2785,42,Male,OBC,Tamil Nadu,Unemployed,400956,No,Yes
U02686,Suresh Nair,user2686@example.com,9657723311,6668-2836-2967,79,Male,General,Telangana,Senior Citizen,265850,Yes,Yes
U02687,Ravi Singh,user2687@example.com,9368581753,6093-8696-8860,39,Female,ST,Karnataka,Private Employee,155594,No,Yes
